Sale_ID,Store_ID,Product_ID,Customer_ID,Staff_ID,Quantity,Unit_Price,Sale_Date,Sales_Channel,Customer_Name,Age,Gender,City,Purchase_Channel,Total_Purchases,Product_Name,Category,Color,Description,Size,Price,Acquisition_Cost,Recency,Frequency,Monetary,YearMonth
12363,2,980,789,375,47,138.3,2022-09-04 21:01:25,Online,Afonso Loureiro,61,F,Tavira,Física,351.84,Natus,Roupas,Cinzento,Eos sed et ducimus cum.,XXL,28.38,12.36,64,21,543544.95,2022-09
12364,5,939,27,491,72,777.86,2016-12-16 15:31:48,Física,Fábio Morais,61,F,Tábua,Física,508.61,Fuga,Roupas,Preto,Quis maiores debitis itaque iure suscipit iusto.,XL,55.7,36.55,256,21,471044.54000000004,2016-12
12365,4,736,51,342,64,71.87,2021-03-12 19:14:33,Física,Bruna Cruz,18,M,Portimão,Online,574.23,Excepturi,Roupas,Laranja,Repudiandae quam quia commodi.,S,49.97,26.87,127,15,478096.45,2021-03
12366,1,301,659,91,100,136.22,2020-12-28 01:17:40,Online,Nicole Monteiro,51,F,Angra do Heroísmo,Online,688.8,Aut,Calçado,Branco,Earum magni maxime quos reiciendis aut amet culpa.,40,51.49,32.06,156,20,520777.36,2020-12
12367,2,296,555,73,6,875.93,2014-11-15 02:02:01,Física,Martim Abreu,69,M,Vila Real,Online,725.36,Corporis,Roupas,Amarelo,Doloribus modi blanditiis debitis ipsam suscipit.,L,60.52,42.34,130,22,456320.01,2014-11
12368,3,455,320,426,88,125.67,2015-07-30 09:47:25,Online,Larissa-Júlia Anjos,28,M,Azambuja,Física,713.4,Quae,Roupas,Vermelho,Porro doloremque animi perspiciatis.,XS,82.32,19.39,55,17,282457.74,2015-07
12369,3,888,97,194,52,979.66,2024-06-14 06:28:24,Online,Miriam Moreira,24,M,Vila do Corvo,Online,120.44,Natus,Roupas,Roxo,Quo consequuntur nulla dolorem quasi vel.,L,54.0,28.84,133,27,671618.27,2024-06
12370,3,689,542,129,29,204.58,2016-11-27 10:40:29,Online,Érica Soares,66,F,Loures,Física,137.15,Rem,Calçado,Amarelo,Odio perferendis dolorem et.,36,31.87,15.39,53,24,374439.29,2016-11
12371,3,825,329,203,34,121.89,2017-04-17 17:04:47,Física,David Soares,23,M,Vila do Porto,Online,168.16,Assumenda,Roupas,Amarelo,Harum quos sint ea.,XS,21.17,12.33,1,20,541786.55,2017-04
12372,1,360,418,377,85,599.99,2023-03-11 08:02:04,Online,Mauro Azevedo,60,F,Funchal,Online,212.68,Dolorem,Calçado,Roxo,Debitis aperiam culpa nostrum iusto distinctio maiores.,43,27.11,39.2,37,16,338168.26,2023-03
12373,4,73,305,254,33,353.12,2016-10-21 06:55:17,Física,Sara Araújo,38,M,Tavira,Online,963.72,Recusandae,Calçado,Azul,Voluptatem amet commodi ipsa accusantium iste.,39,20.68,16.81,117,24,530886.0800000001,2016-10
12374,2,398,521,438,97,655.57,2019-09-11 23:50:08,Física,Anita Assunção,64,F,Fafe,Online,462.89,Quibusdam,Roupas,Branco,Dolorum debitis est ab laudantium fuga temporibus quaerat.,L,77.87,45.79,173,21,559814.54,2019-09
12375,3,980,828,28,29,700.49,2024-06-14 08:40:58,Online,Naiara-Valentina Antunes,24,M,Lagoa,Física,703.32,Natus,Roupas,Cinzento,Eos sed et ducimus cum.,XXL,28.38,12.36,176,19,487800.94,2024-06
12376,4,296,467,21,82,563.61,2014-06-20 07:49:21,Física,Lara Pacheco,68,M,Fátima,Online,385.76,Corporis,Roupas,Amarelo,Doloribus modi blanditiis debitis ipsam suscipit.,L,60.52,42.34,32,13,383176.5,2014-06
12377,4,895,241,224,85,560.66,2019-07-24 02:59:18,Online,Caetana Pinho,20,M,Cadaval,Online,732.47,Deleniti,Calçado,Rosa,Pariatur rem optio odit.,40,49.21,36.3,124,24,715451.54,2019-07
12378,4,931,539,189,63,400.12,2019-01-02 13:18:01,Física,Ema de Martins,47,M,Porto de Mós,Física,416.46,Doloribus,Calçado,Verde,Dolorum amet atque earum aspernatur officiis.,45,76.95,40.21,86,23,674721.26,2019-01
12379,3,905,265,205,92,595.13,2018-12-22 19:12:56,Online,Inês Andrade,30,F,Alvito,Online,305.59,Incidunt,Calçado,Rosa,Est voluptatum voluptas repellat voluptatem ullam.,42,95.57,44.31,228,23,465665.25,2018-12
12380,2,244,833,430,86,778.53,2022-07-18 17:39:28,Física,Leonardo Marques,49,F,Idanha-a-Nova,Online,949.71,Cum,Roupas,Verde,Exercitationem officiis ab ad architecto quos in.,M,45.9,11.02,58,28,796804.87,2022-07
12381,2,725,473,276,56,313.19,2020-02-25 07:39:55,Física,Rafaela Maia,61,M,Pedrógão Grande,Física,903.12,Similique,Calçado,Preto,Voluptatem eaque eos deleniti fuga mollitia.,36,74.13,20.48,110,27,828311.81,2020-02
12382,2,887,199,231,7,295.34,2024-09-17 13:27:17,Online,Samuel Faria,63,M,Vidigueira,Online,109.19,Occaecati,Calçado,Vermelho,Numquam saepe iure ducimus atque totam.,45,91.25,30.76,106,17,346232.62,2024-09
12383,4,597,969,165,8,91.83,2014-12-29 14:25:24,Física,Manuel Mendes,20,F,Fafe,Física,292.11,Consequuntur,Calçado,Roxo,Nobis repudiandae nulla ipsa minima itaque.,45,53.12,17.3,9,18,290792.23,2014-12
12384,4,889,52,349,52,950.46,2019-09-20 10:16:46,Online,Petra Machado,31,M,Amares,Online,651.57,Natus,Calçado,Preto,Dicta consequatur quisquam error libero.,40,61.29,48.58,125,26,751317.97,2019-09
12385,4,73,695,5,61,55.09,2014-05-09 07:01:13,Física,Bernardo Antunes,29,M,Cascais,Online,537.53,Recusandae,Calçado,Azul,Voluptatem amet commodi ipsa accusantium iste.,39,20.68,16.81,146,22,571561.92,2014-05
12386,1,167,60,70,36,731.46,2020-11-22 09:43:04,Online,Jorge Fonseca,22,M,Castro Verde,Online,957.53,Culpa,Roupas,Vermelho,Numquam atque maxime dolor perspiciatis.,L,66.72,12.78,375,19,395774.70999999996,2020-11
12387,5,754,127,281,75,60.78,2023-12-14 19:12:38,Física,Rafaela Neto,64,M,Sines,Física,517.63,Accusantium,Roupas,Vermelho,Ipsa amet magnam et quas amet magni consequatur.,XS,59.26,13.17,242,20,440216.47000000003,2023-12
12388,5,18,741,115,21,853.21,2022-11-11 06:25:48,Online,Leonor Barbosa-Campos,64,F,Mértola,Física,582.59,Dolores,Roupas,Laranja,Recusandae assumenda commodi cumque.,L,44.25,18.38,212,20,536009.22,2022-11
12389,2,489,193,3,43,25.22,2014-08-26 14:43:51,Online,Francisco Batista,64,M,Nelas,Física,324.76,Laborum,Calçado,Verde,Officiis est maiores labore sequi.,40,86.09,11.87,352,16,360064.03,2014-08
12390,3,869,255,91,77,56.1,2014-12-11 16:04:03,Física,Márcio Esteves,69,M,Gondomar,Física,504.59,Hic,Roupas,Branco,Officia amet nostrum deleniti iure nostrum.,XS,74.74,42.36,17,22,563164.08,2014-12
12391,4,842,570,106,55,216.11,2016-11-20 22:57:43,Física,Lisandro Melo,35,F,Bombarral,Online,983.78,Perferendis,Calçado,Verde,Praesentium aliquid facere doloribus iure cumque fugiat.,36,89.57,39.95,34,21,610666.54,2016-11
12392,3,188,534,426,58,291.23,2023-03-13 15:26:04,Online,Caetana Magalhães,66,M,Vendas Novas,Física,594.54,Totam,Calçado,Verde,Cum aspernatur quod neque fuga accusantium.,39,67.73,26.26,38,17,456603.63,2023-03
12393,2,770,599,474,56,500.16,2024-01-18 17:13:52,Online,Edgar Soares,22,M,Santa Cruz das Flores,Online,106.38,Hic,Calçado,Rosa,Cupiditate quam commodi expedita maxime atque.,42,78.12,24.03,348,18,485114.09,2024-01
12394,1,904,133,358,5,938.95,2016-09-02 10:28:54,Física,Letícia Tavares,49,F,Sabugal,Online,292.18,Expedita,Roupas,Vermelho,Voluptatum suscipit quis quae cumque.,L,88.43,25.68,5,17,408663.76,2016-09
12395,2,730,241,387,74,509.71,2015-05-02 13:09:00,Online,Caetana Pinho,20,M,Cadaval,Online,732.47,Culpa,Roupas,Cinzento,Facilis nostrum maxime dicta in.,L,96.23,36.1,124,24,715451.54,2015-05
12396,4,328,785,25,56,755.52,2021-06-03 03:29:28,Online,Ângela de Antunes,20,F,Ponta Delgada,Online,424.84,Ab,Roupas,Laranja,Vitae ipsam officia delectus exercitationem.,S,39.27,14.95,16,19,340461.6,2021-06
12397,2,120,725,430,65,649.98,2016-09-05 01:10:47,Física,Ariana Maia,62,F,Vila Real,Online,208.38,At,Roupas,Preto,Libero molestiae qui in a magnam nulla id.,M,33.73,18.95,59,14,272414.97,2016-09
12398,5,998,927,303,47,242.74,2021-06-01 14:18:40,Física,Martim Baptista,44,F,Tavira,Online,749.34,Cupiditate,Roupas,Preto,Aspernatur eius dolorem ullam.,S,62.54,29.32,104,19,423444.5,2021-06
12399,5,986,130,12,56,673.01,2014-07-24 19:08:05,Física,Flor Anjos-Henriques,65,M,Almodôvar,Física,950.08,Atque,Calçado,Rosa,Iure reiciendis possimus voluptate voluptate suscipit.,44,55.6,25.42,311,22,486960.66,2014-07
12400,3,486,841,39,48,795.0,2020-01-25 15:55:53,Online,Nicole Ribeiro,19,F,Santiago do Cacém,Online,920.15,Provident,Calçado,Preto,Ipsam deleniti libero neque sequi quasi.,45,51.9,22.06,216,30,904677.58,2020-01
12401,2,968,84,41,10,109.31,2019-06-30 09:37:54,Física,Mélanie Lima,32,M,Estremoz,Online,693.27,Nihil,Roupas,Rosa,Corporis distinctio dicta fugit.,XL,93.93,16.06,278,22,536562.65,2019-06
12402,3,944,734,63,97,811.05,2015-06-08 13:34:41,Online,César Mendes,46,M,Figueiró dos Vinhos,Online,996.5,Neque,Calçado,Azul,Commodi dolorem deleniti cum animi.,36,22.13,19.63,98,29,1059729.95,2015-06
12403,1,308,433,443,66,466.56,2024-12-31 06:44:19,Online,Ricardo Amaral,48,M,Guimarães,Física,526.59,Sapiente,Roupas,Rosa,Aspernatur rem veritatis error vitae necessitatibus amet deleniti.,XL,94.79,48.73,1,14,459949.43,2024-12
12404,4,923,871,74,60,460.56,2017-11-17 22:36:45,Física,Fernando Carneiro,28,F,Castelo de Paiva,Online,121.68,Molestiae,Calçado,Preto,Culpa nisi eligendi inventore voluptates fugiat voluptatibus.,38,83.42,33.09,339,27,731657.33,2017-11
12405,2,48,495,8,96,713.37,2016-08-16 07:59:53,Física,Luciana Mendes,66,M,Cabeceiras de Basto,Online,860.28,Voluptatibus,Roupas,Preto,Aperiam adipisci saepe debitis recusandae.,XS,84.77,32.99,612,24,612922.08,2016-08
12406,1,843,258,292,1,743.7,2024-07-28 03:16:33,Online,Valentina Soares-Leal,63,F,Horta,Online,256.15,Dolorem,Calçado,Laranja,Quia suscipit velit corrupti.,41,69.17,21.58,138,23,623748.2,2024-07
12407,2,655,582,126,70,983.87,2014-07-13 10:43:34,Online,Leandro Batista,20,F,Azambuja,Online,587.82,Quaerat,Roupas,Laranja,Veniam esse quod quo architecto similique.,XS,27.36,20.63,400,29,726525.37,2014-07
12408,1,451,367,397,16,880.88,2015-10-15 21:02:46,Física,Joana Castro,31,F,Sever do Vouga,Física,718.98,Aperiam,Calçado,Cinzento,Nostrum nesciunt nisi accusamus.,39,71.74,32.06,69,16,555067.01,2015-10
12409,4,557,202,344,86,762.91,2021-03-01 21:36:16,Online,Ângela-Raquel Mendes,69,F,Monchique,Online,542.71,Quas,Calçado,Roxo,Nam accusamus ipsa dolor quod quas.,45,56.27,26.2,38,20,501884.71,2021-03
12410,2,216,157,212,26,909.84,2015-10-18 23:02:21,Física,Kevin Amorim,34,F,Vila Franca do Campo,Física,532.37,Deleniti,Calçado,Rosa,A eum culpa incidunt.,40,43.96,34.4,208,22,658286.69,2015-10
12411,4,253,876,478,27,435.9,2014-03-20 15:01:21,Online,César de Antunes,68,F,Ferreira do Alentejo,Online,425.6,Id,Calçado,Branco,Quaerat rerum dolorum nostrum dignissimos quibusdam quasi.,41,82.71,12.51,666,29,665981.27,2014-03
12412,2,644,214,81,4,279.63,2019-07-15 03:09:34,Física,Mário Ribeiro,48,M,Santa Cruz das Flores,Online,102.26,Ut,Calçado,Roxo,Provident quos expedita tempore cupiditate sapiente.,39,54.21,13.06,95,21,455541.76,2019-07
12413,4,472,951,477,47,596.15,2024-02-16 04:25:08,Online,Bárbara-Lia Sá,40,M,Amarante,Online,226.95,Debitis,Calçado,Cinzento,Itaque accusamus laborum adipisci dolore dicta inventore.,39,26.42,17.3,93,22,475327.27999999997,2024-02
12414,3,521,401,87,53,302.95,2018-04-26 14:25:23,Online,Nicole Pires,30,M,Fafe,Online,769.88,Fuga,Roupas,Roxo,Ullam maiores reprehenderit facilis.,L,60.98,43.42,160,28,1050750.58,2018-04
12415,5,976,833,300,34,544.21,2016-11-15 02:45:59,Física,Leonardo Marques,49,F,Idanha-a-Nova,Online,949.71,At,Roupas,Rosa,Sint veritatis odit aperiam doloribus.,XXL,29.91,40.67,58,28,796804.87,2016-11
12416,2,152,879,346,67,393.75,2017-09-06 17:06:06,Online,Fábio Leal-Gaspar,23,M,Ribeira Grande,Online,601.5,Nam,Calçado,Rosa,Odit cupiditate perspiciatis.,35,75.69,35.24,416,21,702415.28,2017-09
12417,5,362,521,88,79,981.72,2024-06-27 22:07:07,Física,Anita Assunção,64,F,Fafe,Online,462.89,Accusantium,Calçado,Branco,Esse quis quae minima beatae.,45,90.41,14.15,173,21,559814.54,2024-06
12418,2,839,297,248,51,114.76,2017-09-17 05:50:25,Física,Diego Antunes,61,M,Angra do Heroísmo,Online,508.34,Explicabo,Roupas,Roxo,Quas nisi pariatur in.,L,50.87,11.42,487,26,750187.18,2017-09
12419,5,274,479,57,79,285.36,2018-02-02 17:02:25,Online,Sebastião Pacheco,66,M,Tábua,Física,922.14,Corrupti,Roupas,Branco,Voluptatem molestias ratione.,L,91.51,44.59,1453,11,167198.82,2018-02
12420,3,955,415,271,34,987.46,2024-07-06 15:11:26,Online,Vera Anjos,24,M,Vila Nova de Gaia,Física,127.97,Ducimus,Roupas,Cinzento,Laudantium tempore cum totam architecto.,XXL,53.7,48.94,46,23,580208.88,2024-07
12421,4,48,448,406,33,456.52,2015-06-07 19:57:04,Online,Lia-Valentina Pinho,46,F,Loulé,Física,993.22,Voluptatibus,Roupas,Preto,Aperiam adipisci saepe debitis recusandae.,XS,84.77,32.99,46,25,645621.21,2015-06
12422,3,509,263,317,31,934.47,2021-07-21 03:02:01,Física,Emília Tavares,64,M,Leiria,Física,967.43,Adipisci,Roupas,Verde,Iste ab vel vero qui veniam unde optio.,XL,67.18,46.5,115,28,735571.93,2021-07
12423,5,318,651,97,91,896.46,2024-07-29 07:07:05,Física,Benjamim Araújo,40,M,Moita,Física,832.35,Aspernatur,Calçado,Roxo,Iste ullam earum aut fugit.,40,78.86,17.0,33,15,368959.86,2024-07
12424,3,134,521,101,74,759.7,2019-02-16 18:54:23,Online,Anita Assunção,64,F,Fafe,Online,462.89,Doloribus,Roupas,Verde,Aperiam libero nihil reiciendis provident.,XXL,32.61,38.79,173,21,559814.54,2019-02
12425,2,515,535,296,70,115.44,2020-07-03 23:56:11,Física,Clara da Monteiro,30,F,Viana do Alentejo,Online,731.22,Voluptatem,Roupas,Cinzento,Est ipsa vero expedita esse aliquid.,M,77.82,30.77,300,28,638460.36,2020-07
12426,1,688,383,99,95,805.26,2021-05-09 02:01:09,Online,Lourenço Amaral,59,M,Vila Pouca de Aguiar,Online,861.9,Ipsa,Calçado,Amarelo,Doloremque repudiandae recusandae nam vel.,40,91.74,14.17,165,23,537852.88,2021-05
12427,4,364,909,305,36,53.54,2021-05-25 04:43:24,Física,Kévim Magalhães,24,M,Loulé,Física,149.09,Illo,Roupas,Rosa,Distinctio voluptate amet assumenda esse optio.,M,54.87,36.65,20,21,450868.87,2021-05
12428,5,416,25,47,21,308.11,2020-01-31 17:45:13,Online,Jéssica Cunha,25,F,Alenquer,Online,815.09,Animi,Roupas,Preto,Nulla corrupti reiciendis accusamus ab delectus.,S,96.03,46.63,162,19,438907.38,2020-01
12429,1,61,362,41,84,576.66,2019-12-12 05:37:35,Online,Sérgio de Morais,34,M,Machico,Online,904.93,Distinctio,Calçado,Preto,Magnam autem impedit.,44,88.57,40.01,6,25,503683.87,2019-12
12430,2,151,266,276,35,954.86,2014-07-20 00:33:00,Física,Duarte Barbosa,69,M,Bragança,Online,548.71,Eos,Calçado,Rosa,Libero atque culpa eos.,42,63.63,11.26,156,24,770975.15,2014-07
12431,5,98,876,452,87,303.17,2021-10-06 09:56:28,Física,César de Antunes,68,F,Ferreira do Alentejo,Online,425.6,Et,Calçado,Roxo,Hic praesentium perspiciatis.,36,88.45,14.66,666,29,665981.27,2021-10
12432,2,624,456,167,92,832.93,2023-02-03 12:36:05,Física,Santiago Fernandes,55,F,Vila Pouca de Aguiar,Física,740.41,Occaecati,Roupas,Vermelho,Natus quo sint sit quo temporibus esse.,XS,96.35,42.91,132,28,572681.64,2023-02
12433,2,776,605,39,70,201.19,2023-11-03 15:42:56,Online,Ivan Valente,24,F,Castro Marim,Online,299.7,Eveniet,Roupas,Cinzento,Corrupti quia dolores corrupti dolorem quibusdam beatae fugit.,XL,56.71,34.17,72,18,398527.11,2023-11
12434,5,219,759,199,67,7.62,2014-07-27 06:53:28,Online,Manuel Borges,61,M,Ponta Delgada,Online,175.52,Ut,Roupas,Cinzento,Rerum nesciunt natus facere.,S,96.53,46.26,266,18,391104.4,2014-07
12435,3,205,313,88,97,785.78,2018-07-28 04:52:37,Online,Tatiana Rodrigues,59,F,Lourinhã,Online,716.93,Rem,Roupas,Amarelo,Eos deleniti eius dicta repellendus.,M,97.59,32.0,90,14,323487.82999999996,2018-07
12436,3,978,945,80,27,652.26,2020-11-02 03:04:30,Online,Xavier Moreira,51,F,Lagos,Física,589.46,Optio,Calçado,Roxo,Tenetur nam quisquam numquam iste fuga voluptates.,39,98.24,38.01,241,16,319788.88,2020-11
12437,4,116,692,103,33,504.82,2017-08-04 22:05:06,Física,Ema Maia,19,M,Tavira,Online,750.15,Enim,Calçado,Cinzento,Eligendi sapiente ipsa.,36,62.54,32.09,307,26,666910.13,2017-08
12438,1,136,926,202,7,179.46,2014-08-22 09:56:12,Física,Bruna da Sousa,32,M,Póvoa de Varzim,Online,158.64,Architecto,Calçado,Preto,Veritatis doloribus quia harum.,38,20.91,37.69,216,23,764954.85,2014-08
12439,2,793,852,262,29,700.7,2020-06-12 18:34:43,Física,Tomás Morais,69,F,Olhão,Online,758.61,Ea,Calçado,Preto,Consectetur eius praesentium hic explicabo inventore libero.,39,21.17,40.28,180,25,727937.04,2020-06
12440,1,556,879,296,90,525.55,2016-06-09 14:17:04,Física,Fábio Leal-Gaspar,23,M,Ribeira Grande,Online,601.5,Esse,Roupas,Vermelho,Minima corporis temporibus ad.,XXL,47.7,33.41,416,21,702415.28,2016-06
12441,5,807,248,46,13,905.53,2017-09-12 13:26:20,Online,Matilde Figueiredo,29,F,Mortágua,Online,698.65,Vero,Roupas,Branco,Voluptatem modi velit est.,M,44.8,18.61,159,17,492052.63,2017-09
12442,2,491,804,227,71,387.96,2017-07-27 05:02:46,Online,Sebastião Pires,21,F,Braga,Online,597.55,Modi,Roupas,Laranja,Inventore cumque autem pariatur sed.,S,50.25,11.95,73,20,483136.56000000006,2017-07
12443,1,498,543,84,93,322.02,2020-04-04 22:01:25,Física,Íris Abreu,43,F,Paredes,Física,586.7,Unde,Calçado,Amarelo,A dolore nemo laboriosam suscipit possimus amet.,44,49.22,35.23,270,28,698985.86,2020-04
12444,2,918,162,55,86,333.0,2017-05-12 09:41:20,Online,Ivo Nogueira,51,F,Sintra,Online,370.6,Impedit,Calçado,Rosa,Repellat rerum vitae blanditiis repellat distinctio.,44,49.08,23.3,714,14,340480.24,2017-05
12445,4,360,673,109,38,132.37,2017-11-03 09:04:35,Física,Francisca Ferreira,69,M,Almodôvar,Online,931.52,Dolorem,Calçado,Roxo,Debitis aperiam culpa nostrum iusto distinctio maiores.,43,27.11,39.2,289,15,350145.08,2017-11
12446,1,22,202,146,20,185.3,2018-05-04 03:48:55,Online,Ângela-Raquel Mendes,69,F,Monchique,Online,542.71,Adipisci,Calçado,Cinzento,Atque qui commodi dolorum voluptates totam.,45,96.81,42.18,38,20,501884.71,2018-05
12447,5,558,622,116,50,138.76,2016-03-05 09:01:08,Física,Rafaela Reis-Borges,58,M,Oeiras,Física,226.21,Perspiciatis,Roupas,Azul,Voluptates nemo nobis veniam.,XS,61.65,36.05,190,16,390676.8,2016-03
12448,2,296,904,189,14,928.54,2017-08-26 00:37:10,Física,Renato da Matias,66,M,Praia da Vitória,Online,297.76,Corporis,Roupas,Amarelo,Doloribus modi blanditiis debitis ipsam suscipit.,L,60.52,42.34,12,28,656912.41,2017-08
12449,2,752,132,171,44,990.75,2014-08-27 07:48:18,Física,Álvaro Cunha,29,F,Lagos,Física,473.39,Quia,Calçado,Amarelo,Fugit quas pariatur veniam enim aut.,44,99.42,49.04,85,32,812104.56,2014-08
12450,1,211,524,69,15,546.95,2018-07-20 21:55:57,Online,Fernando Branco,35,M,Almodôvar,Online,938.58,Ipsam,Calçado,Vermelho,Eos voluptatum odit accusantium corrupti nihil libero.,39,67.0,49.8,54,23,504586.74,2018-07
12451,4,161,46,123,13,75.33,2015-11-18 10:16:09,Online,Matilde Nunes,28,M,Lajes das Flores,Física,379.32,Eius,Calçado,Rosa,Quaerat impedit libero quae.,45,25.95,11.05,2,20,306027.81,2015-11
12452,4,174,166,91,67,635.98,2023-05-10 11:12:30,Online,Micael Castro,45,F,Palmela,Física,217.02,Ex,Roupas,Vermelho,Exercitationem corrupti veniam ea necessitatibus.,XXL,36.48,37.61,159,24,667005.46,2023-05
12453,4,820,917,25,77,612.48,2018-12-14 23:46:16,Física,Nelson Pinheiro,44,F,Lagoa,Física,412.14,Soluta,Calçado,Amarelo,Quo at veritatis.,40,58.0,16.17,68,17,581107.72,2018-12
12454,2,772,684,280,100,915.75,2017-05-15 10:00:40,Física,Vera Nunes,33,F,Ílhavo,Física,296.24,Nam,Roupas,Laranja,Iure iusto iste ex repudiandae perferendis.,XS,25.37,26.65,97,25,718594.6,2017-05
12455,5,198,666,153,18,925.15,2014-08-18 03:49:44,Física,Gonçalo Vicente,68,M,Penedono,Online,143.51,Id,Roupas,Laranja,Incidunt exercitationem optio eum.,M,99.92,43.18,299,21,555449.91,2014-08
12456,2,13,54,106,15,261.98,2021-03-02 16:24:41,Online,Raquel Reis,41,M,Angra do Heroísmo,Física,911.33,Mollitia,Calçado,Amarelo,Commodi cumque optio cum at dolorem eligendi unde.,43,98.16,26.53,272,14,474592.95,2021-03
12457,5,50,457,408,23,262.78,2020-01-04 01:14:10,Online,Lúcia Lourenço,65,M,Viseu,Física,270.03,Facere,Roupas,Rosa,Est officia officiis quos ipsa quasi.,XL,68.09,34.05,10,20,602327.4099999999,2020-01
12458,3,136,662,211,47,249.86,2021-03-31 03:38:15,Online,Jorge de Baptista,43,M,Soure,Online,135.86,Architecto,Calçado,Preto,Veritatis doloribus quia harum.,38,20.91,37.69,319,17,317243.26999999996,2021-03
12459,1,425,47,186,66,711.96,2015-02-23 13:53:46,Física,Lucas Matias,40,M,Alcoutim,Online,352.87,Molestias,Roupas,Laranja,Reprehenderit ipsam labore dignissimos laboriosam enim ea.,L,88.72,10.02,54,24,580318.6,2015-02
12460,3,259,587,406,49,752.83,2015-01-05 00:44:25,Física,Noa Nunes,67,F,Cabeceiras de Basto,Online,932.43,Harum,Roupas,Vermelho,Assumenda aut dolor ab saepe non repellat.,S,53.82,34.55,447,14,466114.53,2015-01
12461,5,343,763,319,95,214.09,2019-08-08 20:05:21,Online,Mariana Maia,69,F,Ansião,Online,604.71,Nihil,Roupas,Cinzento,Ratione ipsa voluptates deserunt nostrum.,XS,74.19,22.79,109,16,341403.91000000003,2019-08
12462,3,681,889,111,3,614.37,2024-07-08 12:31:49,Online,Bianca Paiva,48,M,Barreiro,Física,193.49,Ut,Calçado,Roxo,Excepturi similique omnis vel repellat porro.,40,68.15,38.16,13,23,606911.93,2024-07
12463,1,779,287,425,5,807.41,2016-09-24 15:32:03,Online,Inês Pinto,39,F,Penafiel,Física,292.86,Adipisci,Calçado,Roxo,Explicabo neque fugit.,39,84.49,42.74,158,22,752516.72,2016-09
12464,1,794,202,125,65,120.59,2022-08-15 20:44:27,Física,Ângela-Raquel Mendes,69,F,Monchique,Online,542.71,Neque,Roupas,Amarelo,Officiis quas reprehenderit.,S,44.15,11.83,38,20,501884.71,2022-08
12465,3,854,35,229,28,291.76,2016-02-11 19:14:12,Online,Adriana Martins,21,F,Lousada,Física,661.41,Nobis,Roupas,Amarelo,Repudiandae in in ipsum.,XL,34.1,41.87,184,16,516010.99,2016-02
12466,1,422,632,49,71,971.33,2018-09-27 15:13:02,Física,Kelly-Leonor Neves,47,F,Funchal,Física,977.45,Repudiandae,Calçado,Preto,Eligendi repellat labore incidunt a id.,45,78.49,47.54,619,26,921575.6,2018-09
12467,4,518,127,102,1,789.24,2023-11-30 19:21:30,Online,Rafaela Neto,64,M,Sines,Física,517.63,Libero,Calçado,Verde,Id iste commodi labore odit repellendus exercitationem.,36,44.37,20.11,242,20,440216.47000000003,2023-11
12468,1,335,553,335,52,584.2,2019-12-20 16:03:56,Física,Ema Antunes,40,M,Bragança,Online,202.92,Enim,Calçado,Azul,Inventore dolore numquam esse.,35,48.64,11.53,311,17,371087.19,2019-12
12469,3,468,633,231,87,858.84,2022-02-01 05:04:51,Online,Sandro do Andrade,40,M,Monchique,Online,805.41,Minus,Calçado,Rosa,Voluptas quis magni eveniet dolorum cupiditate rem.,41,20.21,39.94,12,25,532822.0800000001,2022-02
12470,5,971,210,240,46,869.99,2016-10-05 17:44:13,Online,Sebastião Soares,66,F,Vidigueira,Online,916.09,Vel,Calçado,Roxo,Beatae qui eveniet similique quis quaerat delectus.,39,40.02,26.19,204,16,685831.5700000001,2016-10
12471,5,269,922,81,8,132.5,2024-11-26 15:37:26,Física,Leandro Batista,28,M,Vila do Porto,Física,208.64,Hic,Roupas,Vermelho,Libero quo doloribus dicta et hic eos.,L,75.91,37.48,36,22,410111.92,2024-11
12472,5,930,508,290,70,532.66,2023-08-18 18:35:27,Física,Petra Campos,29,M,Cantanhede,Online,239.16,Ex,Roupas,Preto,Doloremque nihil fugit accusantium necessitatibus quis nesciunt iusto.,XS,68.72,30.77,411,15,338725.32,2023-08
12473,1,162,256,474,23,552.32,2020-07-04 02:45:31,Online,Patrícia Rodrigues,22,M,Penalva do Castelo,Física,317.38,Nihil,Roupas,Vermelho,Fugit tempore commodi at aliquid quis eum itaque.,M,63.65,28.09,33,24,464936.27,2020-07
12474,5,215,52,498,93,165.35,2017-01-16 10:01:08,Online,Petra Machado,31,M,Amares,Online,651.57,Tempora,Calçado,Laranja,Tempora animi perspiciatis quae nesciunt.,36,21.78,48.66,125,26,751317.97,2017-01
12475,4,94,734,206,32,735.1,2022-03-09 04:12:26,Física,César Mendes,46,M,Figueiró dos Vinhos,Online,996.5,Illum,Calçado,Verde,Nobis facere vitae unde earum doloremque.,45,54.24,38.08,98,29,1059729.95,2022-03
12476,1,404,292,61,78,818.63,2020-02-21 23:56:38,Física,Lúcia Freitas,62,F,Azambuja,Online,648.73,Suscipit,Calçado,Verde,Dolor repellendus ea consequuntur a dolore.,43,56.86,40.08,89,23,419789.77,2020-02
12477,3,894,798,342,14,148.34,2018-02-03 10:32:28,Online,Maria Coelho,56,F,Angra do Heroísmo,Física,688.27,Molestias,Roupas,Cinzento,Qui dignissimos fuga nemo ipsum.,XS,46.26,21.91,29,18,439506.06,2018-02
